Text,Book,Chapter,text,lower,tokenized_sents
" time, we ask, did ’Othm4n send troops from Africa to conquer Andalus; when  it is evident, nay, it rests on incontrovertible proofs, that the Arabs never invaded  Andalus until the times of Al-walid, and that Cairwdn, the city from whence  the expedition is said to have departed, was not built until twelve '? years after  the death of that Khalif? However, let not these objections of ours be taken  as uttered in contempt of the authors of the tradition: we merely state them  as a proof of our ardent wish to warn our readers against error, and to assist  them in the investigation of truth.",book_1,chapter_6,True," time, we ask, did ’othm4n send troops from africa to conquer andalus; when  it is evident, nay, it rests on incontrovertible proofs, that the arabs never invaded  andalus until the times of al-walid, and that cairwdn, the city from whence  the expedition is said to have departed, was not built until twelve '? years after  the death of that khalif? however, let not these objections of ours be taken  as uttered in contempt of the authors of the tradition: we merely state them  as a proof of our ardent wish to warn our readers against error, and to assist  them in the investigation of truth.","["" time, we ask, did ’othm4n send troops from africa to conquer andalus; when  it is evident, nay, it rests on incontrovertible proofs, that the arabs never invaded  andalus until the times of al-walid, and that cairwdn, the city from whence  the expedition is said to have departed, was not built until twelve '?"", 'years after  the death of that khalif?', 'however, let not these objections of ours be taken  as uttered in contempt of the authors of the tradition: we merely state them  as a proof of our ardent wish to warn our readers against error, and to assist  them in the investigation of truth.']"
"Another of the wonders of Andalus we would pass over were it not that all  the historians of that country mention it. It is an olive tree, which is said to  blossom and produce fruit on a certain day of the solar year. But this is rather  a proof of the difficult task an historian takes upon himself, and how easily  authors as trustworthy and learned ‘as Ibnu Sa’id may be led into error by the  adoption of facts which they have not ascertained, or by transcribing the accounts  of over-credulous writers. This phenomenon, which Ibnu Sa’id relates on the  authority of people who are said to have witnessed it, is nothing more than  the effects of light on an olive tree of the common species, as the author of  the Ja’raftyah tells us. We shall quote his words: ‘“ In this mountain (meaning  “that of Sholayr, in the neighbourhood of Granada,) is the famous olive tree  “of which people talk wonders. I happened once to pass by it early in the  “morning of the day of Pentecost, when all the inhabitants of those districts  “collect round it. Isaw nothing on it to deserve attention ; both its appearance  “and its fruit were the same as those of similar trees at that season of the year,  “only that, in proportion as the day advanced, the leaves looked of a bright  “green; at noon they looked white, as if the tree was covered with blossom,  “and later in the day, a little before sunset, they partook of a reddish hue.  “ With the exception of this circumstance, which I believe to be common to  “every tree of the same species, I saw nothing wonderful either in the fruit,  “the branches, or the leaves of the tree.”",book_1,chapter_6,True,"another of the wonders of andalus we would pass over were it not that all  the historians of that country mention it. it is an olive tree, which is said to  blossom and produce fruit on a certain day of the solar year. but this is rather  a proof of the difficult task an historian takes upon himself, and how easily  authors as trustworthy and learned ‘as ibnu sa’id may be led into error by the  adoption of facts which they have not ascertained, or by transcribing the accounts  of over-credulous writers. this phenomenon, which ibnu sa’id relates on the  authority of people who are said to have witnessed it, is nothing more than  the effects of light on an olive tree of the common species, as the author of  the ja’raftyah tells us. we shall quote his words: ‘“ in this mountain (meaning  “that of sholayr, in the neighbourhood of granada,) is the famous olive tree  “of which people talk wonders. i happened once to pass by it early in the  “morning of the day of pentecost, when all the inhabitants of those districts  “collect round it. isaw nothing on it to deserve attention ; both its appearance  “and its fruit were the same as those of similar trees at that season of the year,  “only that, in proportion as the day advanced, the leaves looked of a bright  “green; at noon they looked white, as if the tree was covered with blossom,  “and later in the day, a little before sunset, they partook of a reddish hue.  “ with the exception of this circumstance, which i believe to be common to  “every tree of the same species, i saw nothing wonderful either in the fruit,  “the branches, or the leaves of the tree.”","['another of the wonders of andalus we would pass over were it not that all  the historians of that country mention it.', 'it is an olive tree, which is said to  blossom and produce fruit on a certain day of the solar year.', 'but this is rather  a proof of the difficult task an historian takes upon himself, and how easily  authors as trustworthy and learned ‘as ibnu sa’id may be led into error by the  adoption of facts which they have not ascertained, or by transcribing the accounts  of over-credulous writers.', 'this phenomenon, which ibnu sa’id relates on the  authority of people who are said to have witnessed it, is nothing more than  the effects of light on an olive tree of the common species, as the author of  the ja’raftyah tells us.', 'we shall quote his words: ‘“ in this mountain (meaning  “that of sholayr, in the neighbourhood of granada,) is the famous olive tree  “of which people talk wonders.', 'i happened once to pass by it early in the  “morning of the day of pentecost, when all the inhabitants of those districts  “collect round it.', 'isaw nothing on it to deserve attention ; both its appearance  “and its fruit were the same as those of similar trees at that season of the year,  “only that, in proportion as the day advanced, the leaves looked of a bright  “green; at noon they looked white, as if the tree was covered with blossom,  “and later in the day, a little before sunset, they partook of a reddish hue.', '“ with the exception of this circumstance, which i believe to be common to  “every tree of the same species, i saw nothing wonderful either in the fruit,  “the branches, or the leaves of the tree.”']"
" Several authors, and amongst them the last-mentioned writer, describe most Water-clocks",book_1,chapter_6,True," several authors, and amongst them the last-mentioned writer, describe most water-clocks","[' several authors, and amongst them the last-mentioned writer, describe most water-clocks']"
" minutely two water-clocks which Abi-l-kasim Ibn ’Abdi-r-rahman, known by  the surname of Az-zark4l,'® built in Toledo, when he heard of the famous talisman  which is in the city of Arin in India, and which Mes’idi describes as marking  the time with a hand from sunset to sunrise. These clocks consisted of two  basins, which filled with water or emptied according to the increasing or waning  of the moon. Az-zark4l placed them in a house out of the city, to the south-  west, and on the banks of the river Tajoh (Tagus), near to the spot called Bdbu-I-  VOL. 1. M",book_1,chapter_6,True," minutely two water-clocks which abi-l-kasim ibn ’abdi-r-rahman, known by  the surname of az-zark4l,'® built in toledo, when he heard of the famous talisman  which is in the city of arin in india, and which mes’idi describes as marking  the time with a hand from sunset to sunrise. these clocks consisted of two  basins, which filled with water or emptied according to the increasing or waning  of the moon. az-zark4l placed them in a house out of the city, to the south-  west, and on the banks of the river tajoh (tagus), near to the spot called bdbu-i-  vol. 1. m","["" minutely two water-clocks which abi-l-kasim ibn ’abdi-r-rahman, known by  the surname of az-zark4l,'® built in toledo, when he heard of the famous talisman  which is in the city of arin in india, and which mes’idi describes as marking  the time with a hand from sunset to sunrise."", 'these clocks consisted of two  basins, which filled with water or emptied according to the increasing or waning  of the moon.', 'az-zark4l placed them in a house out of the city, to the south-  west, and on the banks of the river tajoh (tagus), near to the spot called bdbu-i-  vol.', '1. m']"
" dabbdghin'® (the gate of the tanners); their action was as follows. At the  moment when the new moon appeared on the horizon water began to flow into  the basins by means of subterranean pipes, so that there would be at day-break  the fourth of a seventh part, and at the end of the day half,a seventh part, of  the water required to fill the basins. In this proportion the water would  continue to flow until seven days and as many nights of the month were  elapsed, when both basins would be half filled; the same process during the  following seven days and nights would make the two basins quite full, at the  same time that the moon was at its full. However, on the fifteenth night  of the month, when the moon began to wane, the basins would also begin to  lose every day and night half a seventh part of their water, until by the twenty-  first of the month they would be half empty, and when the moon reached her  twenty-ninth night not a drop of water would remain in them; it being worthy  of remark that, should any one go to any of the basins when they were not  filled, and pour water into them with a view to quicken its filling, the basins  would immediately absorb the additional water, and retain no more than the  just quantity ; and, on the contrary, were any one to try, when they were nearly  filled, to extract any or the whole of their water, the moment he raised his  hands from the work the basins would pour out sufficient water to fill the  vacuum in an instant. These clocks were undoubtedly a greater work of science  than the Indian talisman, for this latter is placed in a country under the equinoctial  line, where the days and nights are of the same length, while in Andalus, which  is in the temperate zone, it does not happen thus. They remained for a long  time in Toledo, until that city was taken by the Christians, (may God send  confusion amongst them!) when the tyrant Al-fonsh™® (Alfonso) felt a great  curiosity to know how they were regulated, and caused one of them to be  excavated, which being done the interior machinery was damaged, and the  water ceased to flow into the basins. This happened in the year five hundred  and twenty-eight of the Hijra (a. p. 1133-4).27 Others say that the cause  of their being spoilt was Honeyn the Jew, he who conveyed all the baths  of Andalus to Toledo in one day in the said year of five hundred and twenty-  eight, and who predicted to Alfonso™* that his son would conquer Cordova,  as it happened. This accursed Jew, being anxious to discover the motion of  the clocks, said once to Alfonso, ‘‘O king! were I to look at them in  “the inside, and see how they are made, not only could I restore them to  * their ancient state, but even construct two others still more wonderful, and  “‘which would fill during the day and empty at night.” Alfonso granted",book_1,chapter_6,True," dabbdghin'® (the gate of the tanners); their action was as follows. at the  moment when the new moon appeared on the horizon water began to flow into  the basins by means of subterranean pipes, so that there would be at day-break  the fourth of a seventh part, and at the end of the day half,a seventh part, of  the water required to fill the basins. in this proportion the water would  continue to flow until seven days and as many nights of the month were  elapsed, when both basins would be half filled; the same process during the  following seven days and nights would make the two basins quite full, at the  same time that the moon was at its full. however, on the fifteenth night  of the month, when the moon began to wane, the basins would also begin to  lose every day and night half a seventh part of their water, until by the twenty-  first of the month they would be half empty, and when the moon reached her  twenty-ninth night not a drop of water would remain in them; it being worthy  of remark that, should any one go to any of the basins when they were not  filled, and pour water into them with a view to quicken its filling, the basins  would immediately absorb the additional water, and retain no more than the  just quantity ; and, on the contrary, were any one to try, when they were nearly  filled, to extract any or the whole of their water, the moment he raised his  hands from the work the basins would pour out sufficient water to fill the  vacuum in an instant. these clocks were undoubtedly a greater work of science  than the indian talisman, for this latter is placed in a country under the equinoctial  line, where the days and nights are of the same length, while in andalus, which  is in the temperate zone, it does not happen thus. they remained for a long  time in toledo, until that city was taken by the christians, (may god send  confusion amongst them!) when the tyrant al-fonsh™® (alfonso) felt a great  curiosity to know how they were regulated, and caused one of them to be  excavated, which being done the interior machinery was damaged, and the  water ceased to flow into the basins. this happened in the year five hundred  and twenty-eight of the hijra (a. p. 1133-4).27 others say that the cause  of their being spoilt was honeyn the jew, he who conveyed all the baths  of andalus to toledo in one day in the said year of five hundred and twenty-  eight, and who predicted to alfonso™* that his son would conquer cordova,  as it happened. this accursed jew, being anxious to discover the motion of  the clocks, said once to alfonso, ‘‘o king! were i to look at them in  “the inside, and see how they are made, not only could i restore them to  * their ancient state, but even construct two others still more wonderful, and  “‘which would fill during the day and empty at night.” alfonso granted","["" dabbdghin'® (the gate of the tanners); their action was as follows."", 'at the  moment when the new moon appeared on the horizon water began to flow into  the basins by means of subterranean pipes, so that there would be at day-break  the fourth of a seventh part, and at the end of the day half,a seventh part, of  the water required to fill the basins.', 'in this proportion the water would  continue to flow until seven days and as many nights of the month were  elapsed, when both basins would be half filled; the same process during the  following seven days and nights would make the two basins quite full, at the  same time that the moon was at its full.', 'however, on the fifteenth night  of the month, when the moon began to wane, the basins would also begin to  lose every day and night half a seventh part of their water, until by the twenty-  first of the month they would be half empty, and when the moon reached her  twenty-ninth night not a drop of water would remain in them; it being worthy  of remark that, should any one go to any of the basins when they were not  filled, and pour water into them with a view to quicken its filling, the basins  would immediately absorb the additional water, and retain no more than the  just quantity ; and, on the contrary, were any one to try, when they were nearly  filled, to extract any or the whole of their water, the moment he raised his  hands from the work the basins would pour out sufficient water to fill the  vacuum in an instant.', 'these clocks were undoubtedly a greater work of science  than the indian talisman, for this latter is placed in a country under the equinoctial  line, where the days and nights are of the same length, while in andalus, which  is in the temperate zone, it does not happen thus.', 'they remained for a long  time in toledo, until that city was taken by the christians, (may god send  confusion amongst them!)', 'when the tyrant al-fonsh™® (alfonso) felt a great  curiosity to know how they were regulated, and caused one of them to be  excavated, which being done the interior machinery was damaged, and the  water ceased to flow into the basins.', 'this happened in the year five hundred  and twenty-eight of the hijra (a. p. 1133-4).27 others say that the cause  of their being spoilt was honeyn the jew, he who conveyed all the baths  of andalus to toledo in one day in the said year of five hundred and twenty-  eight, and who predicted to alfonso™* that his son would conquer cordova,  as it happened.', 'this accursed jew, being anxious to discover the motion of  the clocks, said once to alfonso, ‘‘o king!', 'were i to look at them in  “the inside, and see how they are made, not only could i restore them to  * their ancient state, but even construct two others still more wonderful, and  “‘which would fill during the day and empty at night.” alfonso granted']"
" him his request, and the Jew then had one opened; but when he afterwards  tried to restore it to its former state he was unable to accomplish what he  had promised, and the machinery being damaged the works were stopped.  The other basin, nevertheless, continued still to fill and empty in the same  wonderful manner; but God is all-knowing,—he knows the truth of the  matter.",book_1,chapter_6,True," him his request, and the jew then had one opened; but when he afterwards  tried to restore it to its former state he was unable to accomplish what he  had promised, and the machinery being damaged the works were stopped.  the other basin, nevertheless, continued still to fill and empty in the same  wonderful manner; but god is all-knowing,—he knows the truth of the  matter.","[' him his request, and the jew then had one opened; but when he afterwards  tried to restore it to its former state he was unable to accomplish what he  had promised, and the machinery being damaged the works were stopped.', 'the other basin, nevertheless, continued still to fill and empty in the same  wonderful manner; but god is all-knowing,—he knows the truth of the  matter.']"
 Anecdotes respecting Andalus—Population—Productions of the soil.,book_1,chapter_7,True, anecdotes respecting andalus—population—productions of the soil.,[' anecdotes respecting andalus—population—productions of the soil.']
 Anecdotes ree We have read in a certain book that when the Amtru-l-moslemin (Prince of the,book_1,chapter_7,True, anecdotes ree we have read in a certain book that when the amtru-l-moslemin (prince of the,[' anecdotes ree we have read in a certain book that when the amtru-l-moslemin (prince of the']
" Moslems) ’Ali, son of the Amtru-l-moslemin Yusef Ibn Tashfin Al-masifi,! Sultén of  Maghreb and Andalus, crossed the Straits, and landed in the latter country,—  when he had traversed it in all directions, and observed its shape and configuration,  he compared it to an eagle, making the city of Toledo the claws, Kal’at-Rabdh  (Calatrava) the breast, Jaen the head, Granada the bill, and placing its two wings,  the right far into the west, and the left in the east.",book_1,chapter_7,True," moslems) ’ali, son of the amtru-l-moslemin yusef ibn tashfin al-masifi,! sultén of  maghreb and andalus, crossed the straits, and landed in the latter country,—  when he had traversed it in all directions, and observed its shape and configuration,  he compared it to an eagle, making the city of toledo the claws, kal’at-rabdh  (calatrava) the breast, jaen the head, granada the bill, and placing its two wings,  the right far into the west, and the left in the east.","[' moslems) ’ali, son of the amtru-l-moslemin yusef ibn tashfin al-masifi,!', 'sultén of  maghreb and andalus, crossed the straits, and landed in the latter country,—  when he had traversed it in all directions, and observed its shape and configuration,  he compared it to an eagle, making the city of toledo the claws, kal’at-rabdh  (calatrava) the breast, jaen the head, granada the bill, and placing its two wings,  the right far into the west, and the left in the east.']"
"We have also read that the said Sultan and the Africans who formed his court  were very much struck with the beauty of the prospect, the fertility of the land, the  abundance of provisions, the mildness of the temperature, the magnificence of its  buildings, and other advantages which make Andalus superior to any other  country in the world, and that their admiration gave rise to many witty ex-  pressions and curious anecdotes in which the African histories abound ; but  unluckily the work in which we have read these and other particulars is not in our  possession, as we have left it with the remainder of our library in the Al-maghreb  (West), so we must content ourselves with quoting that which we know by heart,  and fill up the deficiency with such works as we have been able to procure in  this country.",book_1,chapter_7,True,"we have also read that the said sultan and the africans who formed his court  were very much struck with the beauty of the prospect, the fertility of the land, the  abundance of provisions, the mildness of the temperature, the magnificence of its  buildings, and other advantages which make andalus superior to any other  country in the world, and that their admiration gave rise to many witty ex-  pressions and curious anecdotes in which the african histories abound ; but  unluckily the work in which we have read these and other particulars is not in our  possession, as we have left it with the remainder of our library in the al-maghreb  (west), so we must content ourselves with quoting that which we know by heart,  and fill up the deficiency with such works as we have been able to procure in  this country.","['we have also read that the said sultan and the africans who formed his court  were very much struck with the beauty of the prospect, the fertility of the land, the  abundance of provisions, the mildness of the temperature, the magnificence of its  buildings, and other advantages which make andalus superior to any other  country in the world, and that their admiration gave rise to many witty ex-  pressions and curious anecdotes in which the african histories abound ; but  unluckily the work in which we have read these and other particulars is not in our  possession, as we have left it with the remainder of our library in the al-maghreb  (west), so we must content ourselves with quoting that which we know by heart,  and fill up the deficiency with such works as we have been able to procure in  this country.']"
"Tbnu Sa’id, the author of the book entitled Al-mugh’rab ft holt-l-maghreb? (the  eloquent speaker on the ornamental beauties of the West), a work which we have had  frequent occasion to quote, and which has been of the greatest assistance to us, when  describing at large the population and agricultural resources of Andalus expresses  himself in the following terms. ‘‘ Were I called upon to give an adequate and just  “description of Andalus, I would say that it is a country surrounded by sea,  “ abounding in fruits and productions of all kinds, full of cities and towns, and so",book_1,chapter_7,True,"tbnu sa’id, the author of the book entitled al-mugh’rab ft holt-l-maghreb? (the  eloquent speaker on the ornamental beauties of the west), a work which we have had  frequent occasion to quote, and which has been of the greatest assistance to us, when  describing at large the population and agricultural resources of andalus expresses  himself in the following terms. ‘‘ were i called upon to give an adequate and just  “description of andalus, i would say that it is a country surrounded by sea,  “ abounding in fruits and productions of all kinds, full of cities and towns, and so","['tbnu sa’id, the author of the book entitled al-mugh’rab ft holt-l-maghreb?', '(the  eloquent speaker on the ornamental beauties of the west), a work which we have had  frequent occasion to quote, and which has been of the greatest assistance to us, when  describing at large the population and agricultural resources of andalus expresses  himself in the following terms.', '‘‘ were i called upon to give an adequate and just  “description of andalus, i would say that it is a country surrounded by sea,  “ abounding in fruits and productions of all kinds, full of cities and towns, and so']"
" “ thickly populated that if a traveller goes any distance through it he will find at  “ every step on his road hamlets, towns, farms, orchards, and cultivated fields, and  “ will never meet, as is more or less the case in other countries, with large tracts  “ of uncultivated land, or desert. This, united to the habits of the Andalusians,  “who, instead of living together, as the Egyptians do, grouped in towns and  “ villages, prefer dwelling in cottages and rural establishments in the midst of  “the fields, by the side of brooks, and on the declivities of mountains, gives  “altogether to the country an aspect of comfort and prosperity which the tra-  “ veller will look for in vain elsewhere; their houses too, which they are  “ continually white-washing inside and out, look exceedingly well by the side of  “the green trees, and, to use the words of the famous Wizir and poet Ibnu-l-  “ himarah* in his description of Andalus—",book_1,chapter_7,True," “ thickly populated that if a traveller goes any distance through it he will find at  “ every step on his road hamlets, towns, farms, orchards, and cultivated fields, and  “ will never meet, as is more or less the case in other countries, with large tracts  “ of uncultivated land, or desert. this, united to the habits of the andalusians,  “who, instead of living together, as the egyptians do, grouped in towns and  “ villages, prefer dwelling in cottages and rural establishments in the midst of  “the fields, by the side of brooks, and on the declivities of mountains, gives  “altogether to the country an aspect of comfort and prosperity which the tra-  “ veller will look for in vain elsewhere; their houses too, which they are  “ continually white-washing inside and out, look exceedingly well by the side of  “the green trees, and, to use the words of the famous wizir and poet ibnu-l-  “ himarah* in his description of andalus—","[' “ thickly populated that if a traveller goes any distance through it he will find at  “ every step on his road hamlets, towns, farms, orchards, and cultivated fields, and  “ will never meet, as is more or less the case in other countries, with large tracts  “ of uncultivated land, or desert.', 'this, united to the habits of the andalusians,  “who, instead of living together, as the egyptians do, grouped in towns and  “ villages, prefer dwelling in cottages and rural establishments in the midst of  “the fields, by the side of brooks, and on the declivities of mountains, gives  “altogether to the country an aspect of comfort and prosperity which the tra-  “ veller will look for in vain elsewhere; their houses too, which they are  “ continually white-washing inside and out, look exceedingly well by the side of  “the green trees, and, to use the words of the famous wizir and poet ibnu-l-  “ himarah* in his description of andalus—']"
‘ Its hamlets brightening among the trees look like so many pearls set in,book_1,chapter_7,True,‘ its hamlets brightening among the trees look like so many pearls set in,['‘ its hamlets brightening among the trees look like so many pearls set in']
"“ And he was right, for if thou goest to Egypt after having staid any length of  “time in Andalus, thou wilt be surprised to see the wretched appearance of the  “ Egyptian villages, placed as they are at great distances one from another, with  “ their narrow, badly constructed, ill-shaped houses, looking gloomy and dismal to  “the eye. In Andalus, on the contrary, the traveller will find many districts  “ where large cities and populous towns almost touch each other, without counting  “the numberless villages, hamlets, farms, castles, and towers which lie between.  “So, for instance, going out of Seville, the first day’s march will take him to  “ Sherish (Xerez), a very handsome city, placed in the midst of a fertile territory,  “and surrounded by villages ; close to Xerez is Algesiras, and then comes Malaga,  “one of the finest ports in the Mediterranean ; and let not the reader suppose that  “this excessive population is only to be met with in that particular district, for  “the description is applicable, as well, to any other province of Andalus, this  “ being the reason why historians and geographers who have described this country  “mention so many large cities and wealthy towns. Most of these are strongly  “ fortified, and surrounded with walls, as a protection against the incursions of the  “enemy ; some, even, will be found so strong by nature, or so well fortified by  “art, as to have been besieged by the Christians during twenty years without  “ falling into their hands. This, indeed, is not so much owing to the strength of  “ their fortifications as to the undaunted courage of their defenders,—their aptitude  “ for all military exercises, to which they are trained from their infancy, and their  “ early and continual acquaintance with the perils and horrors of war, owing to  “the proximity of the enemy with whom they are in perpetual hostility. To this  “ must be added the facility they possess of keeping their corn for several years in",book_1,chapter_7,True,"“ and he was right, for if thou goest to egypt after having staid any length of  “time in andalus, thou wilt be surprised to see the wretched appearance of the  “ egyptian villages, placed as they are at great distances one from another, with  “ their narrow, badly constructed, ill-shaped houses, looking gloomy and dismal to  “the eye. in andalus, on the contrary, the traveller will find many districts  “ where large cities and populous towns almost touch each other, without counting  “the numberless villages, hamlets, farms, castles, and towers which lie between.  “so, for instance, going out of seville, the first day’s march will take him to  “ sherish (xerez), a very handsome city, placed in the midst of a fertile territory,  “and surrounded by villages ; close to xerez is algesiras, and then comes malaga,  “one of the finest ports in the mediterranean ; and let not the reader suppose that  “this excessive population is only to be met with in that particular district, for  “the description is applicable, as well, to any other province of andalus, this  “ being the reason why historians and geographers who have described this country  “mention so many large cities and wealthy towns. most of these are strongly  “ fortified, and surrounded with walls, as a protection against the incursions of the  “enemy ; some, even, will be found so strong by nature, or so well fortified by  “art, as to have been besieged by the christians during twenty years without  “ falling into their hands. this, indeed, is not so much owing to the strength of  “ their fortifications as to the undaunted courage of their defenders,—their aptitude  “ for all military exercises, to which they are trained from their infancy, and their  “ early and continual acquaintance with the perils and horrors of war, owing to  “the proximity of the enemy with whom they are in perpetual hostility. to this  “ must be added the facility they possess of keeping their corn for several years in","['“ and he was right, for if thou goest to egypt after having staid any length of  “time in andalus, thou wilt be surprised to see the wretched appearance of the  “ egyptian villages, placed as they are at great distances one from another, with  “ their narrow, badly constructed, ill-shaped houses, looking gloomy and dismal to  “the eye.', 'in andalus, on the contrary, the traveller will find many districts  “ where large cities and populous towns almost touch each other, without counting  “the numberless villages, hamlets, farms, castles, and towers which lie between.', '“so, for instance, going out of seville, the first day’s march will take him to  “ sherish (xerez), a very handsome city, placed in the midst of a fertile territory,  “and surrounded by villages ; close to xerez is algesiras, and then comes malaga,  “one of the finest ports in the mediterranean ; and let not the reader suppose that  “this excessive population is only to be met with in that particular district, for  “the description is applicable, as well, to any other province of andalus, this  “ being the reason why historians and geographers who have described this country  “mention so many large cities and wealthy towns.', 'most of these are strongly  “ fortified, and surrounded with walls, as a protection against the incursions of the  “enemy ; some, even, will be found so strong by nature, or so well fortified by  “art, as to have been besieged by the christians during twenty years without  “ falling into their hands.', 'this, indeed, is not so much owing to the strength of  “ their fortifications as to the undaunted courage of their defenders,—their aptitude  “ for all military exercises, to which they are trained from their infancy, and their  “ early and continual acquaintance with the perils and horrors of war, owing to  “the proximity of the enemy with whom they are in perpetual hostility.', 'to this  “ must be added the facility they possess of keeping their corn for several years in']"
" “ subterranean granaries, owing to which any city might, if necessary, stand a  “ siege of one hundred years; and what I state here concerning the strength of  “ their cities is applicable not only to the prosperous times of Isl4m, but even  ‘to the present disastrous epoch ; for although it is true that at the time I write  “ the enemy of God has penetrated far into the heart of Andalus, and considerably  ‘« diminished the dominions of the Moslems,‘ yet there are still remaining in the  “‘ hands of the true believers cities like Seville, Granada, Malaga, Almeria, and  “ others, ruling over extensive and populous districts, full of cities and towns,  ‘© and provided with sufficient strength to resist and defeat, with God’s help and  “ assistance, all the attacks of the unbelievers.”",book_1,chapter_7,True," “ subterranean granaries, owing to which any city might, if necessary, stand a  “ siege of one hundred years; and what i state here concerning the strength of  “ their cities is applicable not only to the prosperous times of isl4m, but even  ‘to the present disastrous epoch ; for although it is true that at the time i write  “ the enemy of god has penetrated far into the heart of andalus, and considerably  ‘« diminished the dominions of the moslems,‘ yet there are still remaining in the  “‘ hands of the true believers cities like seville, granada, malaga, almeria, and  “ others, ruling over extensive and populous districts, full of cities and towns,  ‘© and provided with sufficient strength to resist and defeat, with god’s help and  “ assistance, all the attacks of the unbelievers.”","[' “ subterranean granaries, owing to which any city might, if necessary, stand a  “ siege of one hundred years; and what i state here concerning the strength of  “ their cities is applicable not only to the prosperous times of isl4m, but even  ‘to the present disastrous epoch ; for although it is true that at the time i write  “ the enemy of god has penetrated far into the heart of andalus, and considerably  ‘« diminished the dominions of the moslems,‘ yet there are still remaining in the  “‘ hands of the true believers cities like seville, granada, malaga, almeria, and  “ others, ruling over extensive and populous districts, full of cities and towns,  ‘© and provided with sufficient strength to resist and defeat, with god’s help and  “ assistance, all the attacks of the unbelievers.”']"
"Alas! the bright hopes of this holy man have been blighted, and his good  wishes frustrated, for God Almighty had decreed that the contrary should happen,  and that the worshippers of the crucified should every where subdue and over-  power his own servants. Such was the will of God—Him who can change  sorrow into joy, and pain into delight—the high! the great! May He permit  in his infinite wisdom that the words of Islém resound again in Andalus, and that  its present inhabitants be annihilated and destroyed !",book_1,chapter_7,True,"alas! the bright hopes of this holy man have been blighted, and his good  wishes frustrated, for god almighty had decreed that the contrary should happen,  and that the worshippers of the crucified should every where subdue and over-  power his own servants. such was the will of god—him who can change  sorrow into joy, and pain into delight—the high! the great! may he permit  in his infinite wisdom that the words of islém resound again in andalus, and that  its present inhabitants be annihilated and destroyed !","['alas!', 'the bright hopes of this holy man have been blighted, and his good  wishes frustrated, for god almighty had decreed that the contrary should happen,  and that the worshippers of the crucified should every where subdue and over-  power his own servants.', 'such was the will of god—him who can change  sorrow into joy, and pain into delight—the high!', 'the great!', 'may he permit  in his infinite wisdom that the words of islém resound again in andalus, and that  its present inhabitants be annihilated and destroyed !']"
